YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,NYM,46,165,16,41,4,4,4,10,3,49,7,3,.248,.271,.394,.665,0.2
2018,NYM,44,146,18,37,8,1,2,14,4,33,1,4,.253,.276,.363,.639,-0.5
