SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,NYM,6,6,0,0,35.2,34,9,9,4,10,34,4,0,0,0,0,1.2,1.23,2.27
2016,NYM,22,22,0,0,132.1,129,53,50,14,31,129,9,8,0,0,0,2.7,1.21,3.40
2017,NYM,13,13,0,0,66.2,83,46,45,12,19,48,2,7,0,0,0,-0.1,1.53,6.08
2018,NYM,9,9,0,0,42.2,36,24,18,9,19,39,2,3,0,0,0,-0.0,1.29,3.80
