SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,HOU,48,5,0,0,108.1,79,26,26,4,20,104,4,4,1,5,0,2.8,0.91,2.16
2017,HOU,62,0,0,0,80.2,50,26,24,11,26,100,8,5,4,24,6,1.8,0.94,2.68
2018,HOU,19,0,0,0,17.2,12,3,3,1,5,21,1,1,2,9,0,0.7,0.96,1.53
