SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,LAD,30,30,2,1,192.0,182,67,64,15,49,154,14,8,0,0,0,3.3,1.20,3.00
2014,LAD,26,26,0,0,152.0,152,60,57,8,29,139,14,7,0,0,0,1.9,1.19,3.38
2016,LAD,1,1,0,0,4.2,8,6,6,1,2,4,0,1,0,0,0,-0.3,2.14,11.57
2017,LAD,25,24,0,0,126.2,128,58,53,22,45,116,5,9,1,0,0,1.2,1.37,3.77
2018,LAD,6,6,0,0,29.2,16,7,7,3,10,36,3,0,0,0,0,1.1,0.88,2.12
