YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,CHW,43,141,25,37,4,0,9,23,23,31,2,0,.262,.373,.482,.855,1.1
2018,CHW,37,116,10,26,4,1,1,7,16,24,1,1,.224,.333,.302,.635,-0.1
