SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,NYM,8,7,0,0,44.2,42,12,12,1,15,42,4,2,0,0,0,1.5,1.28,2.42
2017,NYM,25,22,1,0,119.2,138,85,69,17,42,82,8,7,0,1,1,-0.6,1.50,5.19
2018,NYM,22,0,0,0,30.1,25,10,9,3,12,29,4,0,1,4,3,0.7,1.22,2.67
