SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,MIN,49,0,0,0,76.2,71,37,33,5,27,49,3,3,0,1,0,0.3,1.28,3.87
2014,MIN,25,0,0,0,28.1,30,10,9,3,8,14,2,0,0,3,1,0.6,1.34,2.86
2015,MIN,27,0,0,0,27.2,27,9,9,0,12,22,3,2,0,4,0,0.7,1.41,2.93
2016,MIN,72,0,0,0,75.1,79,34,31,8,23,67,6,7,1,14,5,1.0,1.35,3.70
2017,MIN,57,0,0,0,61.1,52,34,32,10,19,61,2,3,0,6,1,-0.2,1.16,4.70
2018,MIN,25,0,0,0,26.0,23,7,6,1,11,35,0,0,0,3,1,0.7,1.31,2.08
