YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,MIN,122,453,60,121,18,15,13,50,15,118,11,6,.267,.289,.459,.748,2.2
2016,MIN,92,335,52,90,17,2,10,32,12,91,5,2,.269,.295,.421,.716,1.1
2017,MIN,151,542,79,157,33,2,27,78,35,106,9,8,.290,.328,.507,.835,1.7
2018,MIN,45,176,29,52,13,1,9,28,6,34,4,1,.295,.319,.534,.853,1.7
