YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,ARI,25,70,9,14,2,0,1,4,3,10,0,1,.200,.233,.271,.504,-0.0
2015,ARI,134,421,49,95,17,6,9,34,29,81,4,5,.226,.275,.359,.634,2.5
2016,ARI,90,284,26,62,9,1,4,20,15,58,5,2,.218,.265,.299,.564,0.2
2017,ARI,53,167,24,42,8,1,6,21,10,39,3,4,.251,.298,.419,.717,0.2
2018,ARI,45,152,16,31,8,1,6,19,12,38,1,2,.204,.261,.388,.649,0.1
