YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,NYM,31,99,4,20,3,0,1,5,12,21,0,0,.202,.286,.263,.549,-0.3
2014,NYM,108,385,48,93,22,3,13,41,32,64,1,0,.242,.302,.416,.718,0.3
2015,NYM,67,239,31,64,14,1,12,41,23,49,0,0,.268,.340,.485,.825,1.7
2016,NYM,75,251,27,62,7,0,4,15,19,50,0,0,.247,.307,.323,.630,-0.8
2017,NYM,112,348,39,85,19,1,16,57,23,59,0,0,.244,.293,.443,.736,1.2
2018,NYM,4,15,1,3,0,0,1,3,1,5,0,0,.200,.250,.400,.650,-0.1
