SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,NYM,8,1,0,0,12.1,10,8,8,0,9,10,0,0,0,0,0,-0.1,1.54,5.84
2013,NYM,9,0,0,0,10.2,12,5,5,2,9,8,0,0,1,0,0,0.0,1.97,4.22
2014,NYM,76,0,0,0,77.1,59,26,19,3,32,73,2,5,5,23,5,1.0,1.18,2.21
2015,NYM,76,0,0,0,78.0,59,16,16,6,19,86,2,2,43,1,5,2.7,1.00,1.85
2016,NYM,78,0,0,0,77.2,63,25,22,1,31,84,3,4,51,0,5,2.0,1.21,2.55
2017,NYM,26,0,0,0,24.2,21,14,12,1,15,25,2,2,6,2,1,0.0,1.46,4.38
2018,NYM,23,0,0,0,23.0,18,6,6,1,8,28,2,2,13,0,4,0.9,1.13,2.35
