SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,MIA,68,0,0,0,53.1,47,29,28,6,17,42,1,2,0,15,1,-0.2,1.20,4.73
2018,MIA,9,6,0,0,45.0,32,20,19,10,19,30,1,1,0,0,0,0.4,1.13,3.80
