SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,LAD,8,0,0,0,10.0,6,2,2,2,1,9,0,0,0,1,0,0.2,0.70,1.80
2015,LAD,59,1,0,0,56.2,44,23,21,8,10,68,3,5,1,11,5,0.5,0.95,3.34
2016,LAD,9,0,0,0,8.1,9,3,3,0,1,4,0,0,0,1,2,0.1,1.20,3.24
2018,LAD,5,0,0,0,4.2,6,5,4,1,1,3,0,1,0,0,0,-0.4,1.50,7.71
