SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,BOS,1,1,0,0,4.1,3,4,4,0,4,3,0,1,0,0,0,0.0,1.62,8.31
2017,BOS,5,5,1,1,27.0,32,13,13,5,8,21,2,0,0,0,0,0.0,1.48,4.33
2018,BOS,15,1,0,0,24.1,29,14,14,4,7,23,1,2,0,1,0,0.0,1.48,5.18
