YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,CLE,29,85,10,23,5,0,1,4,5,26,0,0,.271,.311,.365,.676,1.0
2015,CLE,70,184,30,42,9,1,7,21,33,64,0,0,.228,.348,.402,.750,1.4
2016,CLE,61,153,14,28,6,1,3,17,23,44,0,0,.183,.285,.294,.579,0.5
2017,CLE,73,217,22,45,12,0,8,38,26,71,0,1,.207,.291,.373,.664,0.8
2018,CLE,18,61,6,8,0,1,1,4,9,27,0,0,.131,.239,.213,.452,-0.7
