YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,COL,133,486,49,130,29,4,10,52,23,72,2,0,.267,.301,.405,.706,3.9
2014,COL,111,432,58,124,34,2,18,61,25,58,2,1,.287,.328,.500,.828,4.1
2015,COL,157,616,97,177,43,4,42,130,34,110,2,5,.287,.323,.575,.898,5.7
2016,COL,160,618,116,182,35,6,41,133,68,103,2,3,.294,.362,.570,.932,6.5
2017,COL,159,606,100,187,43,7,37,130,62,106,3,2,.309,.373,.586,.959,7.2
2018,COL,45,167,25,53,9,2,8,26,26,41,2,1,.317,.407,.539,.946,1.7
