SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,OAK,25,24,0,0,144.2,135,65,62,20,37,124,7,9,0,0,0,2.7,1.19,3.86
2017,OAK,29,29,0,0,158.2,167,88,77,18,55,140,12,10,0,0,0,1.7,1.40,4.37
2018,OAK,10,10,1,1,66.1,46,22,20,8,11,51,5,4,0,0,0,1.9,0.86,2.71
