YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,BAL,82,246,22,51,9,0,9,28,17,69,0,1,.207,.264,.354,.618,1.2
2015,BAL,100,320,38,75,16,1,11,49,27,72,0,0,.234,.299,.394,.693,2.2
2016,BAL,49,132,7,23,3,0,0,0,7,28,0,0,.174,.216,.197,.413,-1.0
2017,BAL,89,254,31,65,14,1,8,28,10,72,0,0,.256,.287,.413,.700,1.6
2018,BAL,24,77,5,14,4,2,1,3,1,24,0,1,.182,.203,.325,.528,-0.3
