YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,ARI,88,329,40,94,12,9,8,36,16,60,6,3,.286,.320,.450,.770,1.7
2015,ARI,149,462,61,144,26,10,17,78,44,107,9,4,.312,.371,.522,.893,3.7
2016,ARI,48,171,23,43,9,5,4,15,8,42,2,0,.251,.295,.433,.728,0.6
2017,ARI,140,525,82,154,31,3,14,57,43,94,8,4,.293,.352,.444,.796,2.5
2018,ARI,44,170,20,45,7,1,7,21,18,45,1,0,.265,.340,.441,.781,0.4
