SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,ARI,6,6,0,0,29.1,30,20,19,6,13,21,1,3,0,0,0,-0.3,1.47,5.83
2013,ARI,7,7,0,0,38.2,38,23,22,7,15,36,2,3,0,0,0,-0.3,1.37,5.12
2014,LAA,18,18,0,0,113.0,107,59,54,9,30,86,5,5,0,0,0,0.3,1.21,4.30
2016,LAA,10,10,0,0,49.2,51,23,23,5,23,50,3,4,0,0,0,0.6,1.49,4.17
2017,LAA,16,16,0,0,85.0,90,46,43,13,28,76,2,6,0,0,0,0.6,1.39,4.55
2018,LAA,10,10,0,0,55.0,52,19,19,7,16,59,3,3,0,0,0,1.3,1.24,3.11
