SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,LAD,18,15,0,0,77.0,81,32,29,5,31,84,5,2,0,0,0,1.0,1.45,3.39
2017,LAD,5,5,0,0,23.1,23,15,14,1,14,11,0,2,0,0,0,-0.3,1.59,5.40
