SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2011,TB,9,9,0,0,52.2,49,21,20,3,21,37,3,2,0,0,0,0.4,1.33,3.42
2012,TB,23,23,2,1,136.1,130,67,61,11,40,106,11,9,0,0,0,0.7,1.25,4.03
2013,TB,22,22,1,0,143.1,120,46,44,13,45,134,11,3,0,0,0,4.0,1.15,2.76
2014,TB,27,27,0,0,166.1,142,56,53,11,47,149,10,9,0,0,0,3.9,1.14,2.87
2016,TB,5,5,0,0,22.0,32,22,21,5,7,16,1,2,0,0,0,-0.8,1.77,8.59
2017,TB,29,29,0,0,179.1,175,78,73,22,44,128,12,10,0,0,0,2.4,1.22,3.66
2018,BAL,8,8,0,0,39.1,67,37,32,8,9,22,1,6,0,0,0,-0.8,1.93,7.32
