SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,SF,4,2,0,0,17.0,8,2,2,1,5,10,1,0,0,0,0,0.8,0.76,1.06
2017,SF,34,24,1,1,163.2,179,91,87,17,43,73,8,12,0,0,0,1.4,1.36,4.78
2018,SF,11,11,0,0,57.2,67,32,28,4,19,27,3,4,0,0,0,0.1,1.49,4.37
