YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,MIA,62,240,34,69,12,1,4,16,31,66,10,0,.288,.370,.396,.766,1.4
2014,MIA,144,582,94,165,30,6,9,54,70,137,21,7,.284,.362,.402,.764,3.6
2015,MIA,126,476,63,143,30,2,7,44,47,101,16,5,.300,.366,.416,.782,3.5
2016,MIA,155,578,78,172,38,3,21,98,72,138,9,4,.298,.376,.483,.859,5.3
2017,MIA,156,602,100,170,36,2,18,81,80,137,16,2,.282,.369,.439,.808,3.9
2018,MIL,39,152,24,43,7,1,5,19,15,38,3,1,.283,.353,.441,.794,1.1
