YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,NYM,32,73,12,20,1,0,1,6,6,20,0,0,.274,.338,.329,.667,0.1
2017,NYM,69,177,26,46,11,1,5,21,33,60,2,0,.260,.379,.418,.797,0.9
2018,NYM,37,85,18,25,4,4,3,6,19,26,3,0,.294,.450,.541,.991,1.3
