YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,BOS,52,189,34,55,12,1,5,18,21,31,7,3,.291,.368,.444,.812,2.1
2015,BOS,145,597,92,174,42,8,18,77,46,82,21,6,.291,.341,.479,.820,6.0
2016,BOS,158,672,122,214,42,5,31,113,49,80,26,4,.318,.363,.534,.897,9.6
2017,BOS,153,628,101,166,46,2,24,102,77,79,26,3,.264,.344,.459,.803,6.4
2018,BOS,46,177,49,64,19,1,16,35,22,23,12,2,.362,.436,.751,1.187,3.9
