SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,OAK,18,18,0,0,91.1,116,67,62,21,31,72,4,11,0,0,0,-0.4,1.61,6.11
2018,OAK,3,3,0,0,14.1,15,10,10,1,4,8,0,2,0,0,0,-0.1,1.33,6.28
