SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,TOR,26,20,1,1,130.2,125,56,53,7,28,111,11,6,1,0,0,2.0,1.17,3.65
2015,TOR,4,4,0,0,27.0,20,5,5,2,6,18,4,0,0,0,0,1.3,0.96,1.67
2016,TOR,32,32,0,0,204.0,209,104,99,21,54,166,9,10,0,0,0,1.4,1.29,4.37
2017,TOR,33,33,2,0,201.0,201,82,69,21,62,164,13,9,0,0,0,5.8,1.31,3.09
2018,TOR,7,7,0,0,37.1,46,34,32,5,18,32,0,5,0,0,0,-0.8,1.71,7.71
