SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,CLE,27,0,0,0,29.0,29,12,12,2,15,27,0,1,0,1,1,0.3,1.52,3.72
2013,CLE,77,0,0,0,70.1,62,22,19,7,26,88,6,1,2,11,2,1.4,1.25,2.43
2014,CLE,76,0,0,0,69.2,48,21,16,7,26,91,6,4,24,9,4,2.0,1.06,2.07
2015,CLE,70,0,0,0,69.1,56,26,23,2,25,99,2,5,34,0,4,1.2,1.17,2.99
2016,CLE,67,0,0,0,68.0,41,23,19,8,27,87,3,5,32,0,3,2.1,1.00,2.51
2017,CLE,69,0,0,0,67.1,57,24,22,9,21,92,3,7,30,4,4,1.7,1.16,2.94
2018,CLE,20,0,0,0,20.1,16,7,7,2,8,21,2,1,7,0,1,0.5,1.18,3.10
