YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,CIN,6,11,0,1,0,0,0,0,0,5,0,0,.091,.091,.091,.182,-0.2
2018,MIA,9,31,1,4,1,0,0,2,2,17,0,0,.129,.182,.161,.343,-0.3
