SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,PIT,8,0,0,0,4.2,10,1,1,0,3,7,0,0,0,0,0,0.1,2.79,1.93
2013,PIT,58,0,0,0,73.2,50,17,17,4,28,59,6,1,0,14,3,1.7,1.06,2.08
2014,PIT,70,0,0,0,60.0,49,30,28,4,30,61,3,4,0,16,3,-0.4,1.32,4.20
2015,NYY,74,0,0,0,61.0,49,21,21,3,20,66,5,0,0,29,2,1.5,1.13,3.10
2016,DET,66,0,0,0,58.2,61,29,27,6,17,65,4,5,1,25,5,0.4,1.33,4.14
2017,DET,42,0,0,0,40.1,22,12,12,5,16,55,3,4,13,8,2,1.6,0.94,2.68
2017,CHC,23,0,0,0,17.2,18,11,10,0,19,25,1,0,0,1,1,-0.1,2.09,5.09
2017,Total,65,0,0,0,58.0,40,23,22,5,35,80,4,4,13,9,3,1.5,1.29,3.41
2018,CHC,20,0,0,0,18.1,12,7,7,2,17,21,1,1,0,2,0,0.2,1.58,3.44
