YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,COL,69,194,32,51,13,5,5,17,16,41,2,2,.263,.316,.459,.775,0.7
2014,COL,131,436,74,136,27,6,24,76,37,101,8,7,.312,.364,.567,.931,3.4
2015,COL,65,224,30,68,18,2,10,31,10,56,0,1,.304,.333,.536,.869,0.5
2016,TB,148,510,57,125,36,3,24,70,33,134,0,2,.245,.293,.469,.762,1.5
2017,TB,150,588,84,166,33,4,27,62,35,152,4,3,.282,.325,.490,.815,2.7
2018,PIT,45,178,23,56,15,1,5,30,11,20,3,1,.315,.354,.494,.848,1.7
