SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,MIL,8,8,0,0,43.0,43,23,23,5,14,32,2,3,0,0,0,0.5,1.33,4.81
2018,MIL,8,3,0,0,19.1,20,13,13,3,7,20,2,0,0,0,0,-0.4,1.40,6.05
