SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,SEA,11,0,0,0,13.1,18,8,8,2,10,8,1,1,0,1,0,-0.1,2.10,5.40
2016,NYY,1,0,0,0,2.2,3,2,2,0,2,0,0,0,0,0,0,-0.0,1.88,6.75
2017,CLE,30,0,0,0,20.0,13,0,0,0,6,18,1,0,1,8,0,1.2,0.95,0.00
2018,CLE,20,0,0,0,13.1,14,10,10,2,3,18,0,1,0,2,0,-0.3,1.28,6.75
