YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,LAD,85,149,16,27,3,0,1,9,10,28,0,0,.181,.242,.221,.463,1.0
2015,MIA,60,142,13,40,7,1,1,17,11,16,0,1,.282,.329,.366,.695,1.1
2016,MIA,123,194,27,48,12,0,1,14,11,27,2,1,.247,.288,.325,.613,-0.3
2017,MIA,90,272,37,79,16,2,1,26,27,32,2,1,.290,.361,.375,.736,2.2
2018,MIA,49,172,16,45,6,0,7,21,13,23,2,1,.262,.328,.419,.747,1.6
