YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,COL,71,205,27,53,15,2,3,30,21,53,4,1,.259,.327,.395,.722,1.0
2017,COL,83,229,30,55,8,1,0,16,33,55,0,1,.240,.341,.284,.625,-0.3
2018,COL,25,69,5,9,0,0,2,7,9,18,2,0,.130,.247,.217,.464,0.4
