SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,HOU,5,0,0,0,8.0,9,7,7,2,4,7,0,0,0,0,0,-0.1,1.63,7.88
2016,HOU,47,0,0,0,65.0,55,33,32,10,22,95,8,1,0,5,3,-0.2,1.18,4.43
2017,HOU,46,0,0,0,48.0,53,31,30,8,22,70,4,2,0,2,2,-0.5,1.56,5.63
2018,PIT,23,0,0,0,20.2,18,9,9,1,8,26,0,1,0,10,2,0.2,1.26,3.92
