YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,PHI,23,70,8,15,4,1,0,6,16,22,1,0,.214,.356,.300,.656,0.9
2018,PHI,21,64,9,12,3,0,2,6,4,19,0,0,.188,.246,.328,.574,-0.6
