SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,OAK,24,6,0,0,56.1,56,30,27,5,13,55,1,1,0,0,0,0.4,1.22,4.31
2017,OAK,12,12,0,0,65.1,68,42,31,9,19,50,5,6,0,0,0,0.0,1.33,4.27
2018,OAK,9,9,0,0,41.1,37,24,24,7,18,43,3,1,0,0,0,0.0,1.33,5.23
