YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,CHW,65,204,14,42,7,0,4,22,5,41,2,0,.206,.223,.299,.522,-0.5
2014,CHW,11,37,4,8,2,0,3,7,0,11,0,0,.216,.211,.514,.725,0.4
2015,OAK,73,225,27,56,16,1,9,34,14,51,0,0,.249,.300,.449,.749,1.6
2016,OAK,26,78,11,20,6,0,1,10,5,13,0,0,.256,.314,.372,.686,0.2
2017,OAK,57,149,14,30,11,0,3,10,9,26,0,1,.201,.255,.336,.591,0.0
2018,OAK,2,4,0,1,1,0,0,1,0,1,0,0,.250,.250,.500,.750,0.0
