SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,TEX,58,0,0,0,61.2,44,18,17,4,14,61,7,2,1,22,3,2.1,0.94,2.48
2017,TEX,57,0,0,0,52.1,57,30,22,7,19,58,3,4,10,10,5,0.2,1.45,3.78
2018,TEX,15,0,0,0,15.2,13,10,9,2,11,15,0,0,0,3,0,0.0,1.53,5.17
