YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2011,BOS,10,6,3,2,0,0,0,0,0,2,0,0,.333,.333,.333,.666,0.0
2012,BOS,25,68,5,8,2,0,1,2,4,16,1,0,.118,.200,.191,.391,0.2
2013,BOS,63,215,27,71,10,2,1,19,11,30,3,1,.330,.376,.409,.785,1.6
2013,DET,46,135,12,35,6,0,2,10,4,30,2,1,.259,.306,.348,.654,0.4
2013,Total,109,350,39,106,16,2,3,29,15,60,5,2,.303,.349,.386,.735,1.9
2015,DET,120,416,44,125,17,3,2,23,25,44,11,8,.300,.347,.370,.717,1.5
2016,DET,137,467,57,119,26,0,4,32,28,50,7,4,.255,.306,.336,.642,1.8
2017,DET,130,463,56,118,33,1,6,54,21,65,7,4,.255,.288,.369,.657,1.4
2018,DET,46,167,18,40,11,1,2,16,8,23,7,2,.240,.289,.353,.642,0.5
