YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,CLE,116,321,52,95,18,5,14,43,36,112,6,3,.296,.372,.514,.886,0.9
2017,CLE,19,37,4,8,2,0,0,1,2,9,0,1,.216,.250,.270,.520,0.1
2018,CLE,30,75,9,25,3,0,2,11,3,21,0,1,.333,.367,.453,.820,1.0
