SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,MIL,8,3,0,0,22.0,24,11,11,8,7,20,0,0,0,0,0,0.2,1.41,4.50
2013,MIL,18,7,0,0,66.2,53,17,15,1,26,48,3,1,0,0,0,1.9,1.19,2.03
2014,MIL,27,0,0,0,29.2,24,14,14,1,21,28,3,1,0,5,0,0.0,1.52,4.25
2015,MIL,24,0,0,0,34.1,31,22,14,7,12,34,0,2,0,1,0,-0.4,1.25,3.67
2016,MIL,67,0,0,0,67.0,38,19,16,6,25,90,8,5,13,20,8,2.5,0.94,2.15
