YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2010,PIT,95,347,42,89,21,1,16,64,37,119,0,0,.256,.326,.461,.787,0.4
2011,PIT,74,235,18,45,9,1,4,19,24,80,1,0,.191,.272,.289,.561,-2.2
2012,PIT,149,525,64,128,25,1,30,85,57,180,1,0,.244,.317,.467,.784,2.6
2013,PIT,152,558,70,130,22,2,36,100,48,186,2,0,.233,.296,.473,.769,3.4
2014,PIT,122,398,46,92,13,1,18,56,45,113,8,3,.231,.312,.405,.717,0.8
2015,PIT,150,437,60,106,18,0,27,77,48,131,2,0,.243,.318,.469,.787,0.1
2016,BAL,109,337,43,84,20,0,22,49,37,97,1,0,.249,.322,.504,.826,0.7
2017,BAL,14,32,4,10,1,0,1,4,2,10,0,0,.313,.353,.438,.791,0.1
2018,BAL,36,93,17,19,2,0,8,18,15,26,0,0,.204,.315,.484,.799,0.4
