SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,MIA,20,9,0,0,61.2,73,37,36,5,25,28,1,5,0,0,1,-0.5,1.59,5.25
2016,MIA,28,12,0,0,83.2,91,59,57,11,29,58,4,9,1,1,2,-1.4,1.43,6.13
2017,MIA,34,28,0,0,169.2,152,77,72,26,64,113,14,7,0,0,0,2.1,1.27,3.82
2018,MIA,10,10,0,0,57.1,56,30,29,5,14,45,0,7,0,0,0,-0.1,1.22,4.55
